"","TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"155","Cameroon","Defensa","-DR-",188,80,"Allan-Roméo","Nyom",1988-05-09 19:00:00,17,"D(R)","Defender (Right)","Nyom",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Australia","Mediocampo",NA,180,79,"Ben","Halloran",1992-06-13 19:00:00,10,"M","Midfielder","Ben Halloran",22,0,1,0,0,0,0,0,0,4,3,0,0,2,2,0,0,0,1,0,0,0,0,1,2,2,0,1,1,0,0,0,0,0,0
"226","Costa Rica","Defensa",NA,175,77,"Johnny","Acosta",1983-07-20 19:00:00,19,"D","Defender","Johnny Acosta",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"622","South Korea","Delantero","-AML-AMR-FW-",183,76,"Heung-Min","Son",1992-07-07 19:00:00,1,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Son Heung-Min",21,1,0,0,0,0,0,1,0,27,20,2,2,0,1,2,0,3,0,2,1,0,0,1,9,3,0,2,4,6,2,2,0,0,0
"444","Italy","Mediocampo","-DMC-",165,60,"Marco","Verratti",1992-11-04 19:00:00,7,"DM(C)","Defensive Midfielder (Center)","Marco Verratti",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","Iran","Defensa",NA,184,78,"Hossein","Mahini",1986-09-15 19:00:00,20,"D","Defender","Hossein Mahini",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","England","Mediocampo","-AMC-",189,76,"Ross","Barkley",1993-12-04 19:00:00,9,"AM(C)","Attacking Midfielder (Center)","Ross Barkley",20,0,1,0,0,0,0,0,0,11,10,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,1,1,1,0,0
"307","France","Defensa","-DC-DMC-",191,76,"Raphael","Varane",1993-04-24 19:00:00,8,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Raphael Varane",21,1,0,0,0,0,0,0,0,32,30,0,0,4,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0
"563","Nigeria","Delantero","-AML-AMR-FW-",170,66,"Ahmed","Musa",1992-10-13 19:00:00,11,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Ahmed Musa",21,1,0,1,0,0,0,0,0,8,5,0,1,1,2,1,0,0,1,3,2,0,0,0,2,1,1,0,2,3,1,0,0,0,0
"271","Ecuador","Mediocampo",NA,176,72,"Fidel","Martínez",1990-02-14 19:00:00,18,"M","Midfielder","Fidel Martínez",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","Croatia","Mediocampo","-MC-",181,63,"Mateo","Kovacic",1994-05-05 19:00:00,12,"M(C)","Midfielder (Center)","Mateo Kovacic",20,0,1,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,3,3,1,1
"106","Bosnia-Herzegovina","Mediocampo",NA,185,77,"Tino","Susic",1992-02-12 19:00:00,14,"M","Midfielder","Tino Susic",22,0,1,0,0,0,0,0,0,11,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,1,0,0,0
"22","Algeria","Defensa","-DL-",186,76,"Liassine","Cadamuro",1988-03-04 19:00:00,22,"D(L)","Defender (Left)","Liassine Cadamuro",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","Costa Rica","Delantero","-AML-AMR-FW-",178,71,"Joel","Campbell",1992-06-25 19:00:00,1,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Joel Campbell",21,1,0,1,0,0,0,0,0,16,9,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,2,2,0,0
"635","South Korea","Mediocampo","-AMC-",187,77,"Dong-Won","Ji",1991-05-27 19:00:00,14,"AM(C)","Attacking Midfielder (Center)","Ji Dong-Won",23,0,1,0,0,0,0,0,0,7,4,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0
"352","Ghana","Mediocampo","-AMC-AML-AMR-",172,68,"Christian","Atsu",1992-01-09 19:00:00,7,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Christian Atsu",22,1,0,1,0,0,0,0,0,24,21,1,1,1,0,2,0,0,0,2,1,0,0,2,1,0,1,2,3,3,2,0,0,1,0
"225","Costa Rica","Mediocampo",NA,178,71,"Diego","Calvo",1991-03-24 19:00:00,18,"M","Midfielder","Diego Calvo",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","Australia","Delantero",NA,183,69,"Adam","Taggart",1993-06-01 19:00:00,16,"FW","Forward","Adam Taggart",21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"341","Germany","Mediocampo","-AMC-AML-",185,74,"Julian","Draxler",1993-09-19 19:00:00,19,"AM(CL)","Attacking Midfielder (Center, Left)","Julian Draxler",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","Honduras","Defensa",NA,186,80,"Brayan","Beckeles",1985-11-27 19:00:00,3,"D","Defender","Brayan Beckeles",28,1,0,0,0,0,0,0,0,32,22,1,1,6,1,0,0,0,1,1,1,0,0,2,2,1,0,2,1,0,0,7,2,0,0
"390","Greece","Arquero",NA,196,85,"Stefanos","Kapino",1994-03-17 19:00:00,22,"GK","Goalkeeper","Stefanos Kapino",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"628","South Korea","Defensa","-DC-",188,74,"Jeong-Ho","Hong",1989-08-11 19:00:00,7,"D(C)","Defender (Center)","Hong Jeong-Ho",24,1,0,0,0,0,0,0,0,49,37,2,2,-1,1,0,0,12,0,0,0,-1,0,0,0,0,0,0,0,0,0,6,4,0,0
"631","South Korea","Defensa","-DL-",182,74,"Suk-Young","Yun",1990-02-12 19:00:00,10,"D(L)","Defender (Left)","Yun Suk-Young",24,1,0,0,0,0,0,0,0,29,24,1,2,3,0,0,0,5,1,0,0,1,0,1,0,2,0,1,0,2,0,4,3,0,0
"282","England","Delantero","-AMC-AML-AMR-",170,69,"Raheem","Sterling",1994-12-07 19:00:00,6,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Raheem Sterling",19,1,0,1,0,0,0,0,0,22,19,2,1,0,0,3,0,0,0,0,0,0,0,0,5,1,0,5,2,1,0,1,1,0,0
"309","France","Mediocampo","-DMC-",188,80,"Paul","Pogba",1993-03-14 19:00:00,10,"DM(C)","Defensive Midfielder (Center)","Paul Pogba",21,0,1,0,0,0,0,0,1,13,10,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0
"627","South Korea","Defensa",NA,180,74,"Yong","Lee",1986-12-23 19:00:00,6,"D","Defender","Lee Yong",27,1,0,0,1,0,0,0,0,37,25,1,2,8,1,2,1,8,1,0,0,0,0,0,0,1,0,0,1,2,0,3,2,0,0
"560","Nigeria","Mediocampo",NA,179,76,"Michel","Babatunde",1992-12-23 19:00:00,8,"M","Midfielder","Michel Babatunde",21,1,0,1,0,0,0,0,0,21,19,0,2,3,2,0,0,0,0,2,2,0,0,0,1,2,2,3,0,2,0,0,0,0,0
"580","Portugal","Mediocampo",NA,187,79,"William","Carvalho",1992-04-06 19:00:00,5,"M","Midfielder","William Carvalho",22,0,1,0,0,0,0,0,0,38,37,0,1,3,1,2,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,8,8,0,0
"640","South Korea","Mediocampo",NA,180,73,"Dae-Sung","Ha",1985-03-01 19:00:00,19,"M","Midfielder","Ha Dae-Sung",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","Ivory Coast","Mediocampo","-MC-",180,75,"Ismael","Diomande",1992-08-27 19:00:00,18,"M(C)","Midfielder (Center)","Ismael Diomande",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","Brazil","Mediocampo",NA,166,57,"Bernard","Anício Caldeira Duarte",1992-09-07 19:00:00,12,"M","Midfielder","Bernard",21,0,1,0,0,0,0,0,0,15,12,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,1,4,1,0,0,1,1
"244","Croatia","Delantero",NA,185,80,"Ante","Rebic",1993-09-20 19:00:00,14,"FW","Forward","Ante Rebic",20,0,1,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"339","Germany","Mediocampo","-MC-",189,82,"Christoph","Kramer",1991-02-18 19:00:00,17,"M(C)","Midfielder (Center)","Christoph Kramer",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","Croatia","Arquero","-GK-",192,82,"Oliver","Zelenika",1993-05-13 19:00:00,23,"GK","Goalkeeper","Oliver Zelenika",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","Mexico","Mediocampo",NA,180,74,"Héctor","Herrera",1990-04-18 19:00:00,10,"M","Midfielder","Héctor Herrera",24,1,0,1,0,0,0,0,0,53,48,2,6,0,0,2,0,1,3,2,0,0,0,3,1,0,0,3,1,1,0,5,5,0,0
"553","Nigeria","Defensa","-DC-",168,67,"Kenneth","Omeruo",1993-10-16 19:00:00,1,"D(C)","Defender (Center)","Kenneth Omeruo",20,1,0,0,0,0,0,0,0,18,13,3,1,5,3,0,1,13,0,0,0,2,0,0,1,0,0,0,0,0,0,2,2,0,0
"11","Algeria","Delantero","-ML-MR-",179,61,"Riyad","Mahrez",1991-02-20 19:00:00,11,"M(LR)","Midfielder (Left, Right)","Riyad Mahrez",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"715","USA","Defensa","-DC-",193,78,"John Anthony","Brooks",1993-01-27 19:00:00,2,"D(C)","Defender (Center)","John Anthony Brooks",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","Cameroon","Delantero",NA,163,64,"Edgar","Salli",1992-08-16 19:00:00,2,"FW","Forward","Edgar Salli",21,0,1,0,0,0,0,0,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,3,1,0,0,1,0
"479","Ivory Coast","Defensa","-DR-ML-MR-",180,68,"Jean-Daniel","Akpa-Akpro",1992-10-10 19:00:00,19,"D(R),M(LR)","Defender (Right) / Midfielder (Left, Right)","Jean-Daniel Akpa-Akpro",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583","Portugal","Mediocampo","-DR-",185,71,"André","Almeida",1990-09-09 19:00:00,8,"D(R)","Defender (Right)","André Almeida",23,1,0,1,0,0,0,0,0,22,19,1,0,1,3,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"641","South Korea","Mediocampo",NA,180,74,"Jong-Woo","Park",1989-03-09 19:00:00,20,"M","Midfielder","Park Jong-Woo",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","Italy","Defensa","-DL-DR-",183,74,"Mattia","De Sciglio",1992-10-19 19:00:00,22,"D(LR)","Defender (Left, Right)","Mattia De Sciglio",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","Costa Rica","Mediocampo",NA,177,66,"Yeltsin","Tejeda Valverde",1992-03-16 19:00:00,11,"M","Midfielder","Yeltsin Tejeda",22,1,0,1,0,0,0,0,0,42,33,0,0,4,0,2,0,2,2,1,0,-1,0,0,0,0,0,0,0,0,0,6,3,0,0
"575","Nigeria","Delantero",NA,184,78,"Uche","Nwofor",1991-09-16 19:00:00,23,"FW","Forward","Uche Nwofor",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","Algeria","Delantero",NA,186,75,"Islam","Slimani",1988-06-17 19:00:00,7,"FW","Forward","Islam Slimani",26,1,0,0,0,0,0,1,1,28,16,6,2,1,1,0,0,0,1,5,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0
"519","Mexico","Delantero",NA,186,76,"Raúl","Jiménez",1991-05-04 19:00:00,13,"FW","Forward","Raúl Jiménez",23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"551","Netherlands","Defensa","-DC-DL-",183,70,"Terence","Kongolo",1994-02-13 19:00:00,22,"D(CL)","Defender (Center, Left)","Terence Kongolo",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","Algeria","Delantero",NA,183,85,"Nabil","Ghilas",1990-04-19 19:00:00,17,"FW","Forward","Nabil Ghilas",24,0,1,0,0,0,0,0,0,3,3,2,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"532","Netherlands","Delantero","-AML-",176,78,"Memphis","Depay",1994-02-12 19:00:00,3,"AM(L)","Attacking Midfielder (Left)","Memphis Depay",20,0,1,0,0,0,0,1,1,23,18,1,0,1,0,3,0,1,1,1,1,0,0,1,2,1,0,2,1,1,0,0,0,1,1
"343","Germany","Defensa","-DC-DMC-",188,85,"Matthias","Ginter",1994-01-18 19:00:00,21,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Matthias Ginter",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","Bosnia-Herzegovina","Defensa","-DL-",183,82,"Sead","Kolasinac",1993-06-19 19:00:00,17,"D(L)","Defender (Left)","Sead Kolasinac",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","Netherlands","Defensa","-DC-",184,75,"Joël","Veltman",1992-01-14 19:00:00,10,"D(C)","Defender (Center)","Joël Veltman",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","Australia","Mediocampo",NA,176,66,"Massimo","Luongo",1992-09-24 19:00:00,22,"M","Midfielder","Massimo Luongo",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","Iran","Mediocampo",NA,181,74,"Mehrdad","Pooladi",1987-02-25 19:00:00,1,"M","Midfielder","Mehrdad Pooladi",27,1,0,0,0,0,0,0,0,7,3,1,0,4,1,0,0,7,1,0,0,1,0,0,1,1,0,0,-1,1,0,1,0,0,0
"637","South Korea","Defensa",NA,182,80,"Seok-Ho","Hwang",1989-06-26 19:00:00,16,"D","Defender","Hwang Seok-Ho",24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","Ivory Coast","Arquero",NA,193,82,"Sayouba","Mandé",1993-06-14 19:00:00,22,"GK","Goalkeeper","Sayouba Mandé",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","Nigeria","Mediocampo","-DMC-",170,65,"Ogenyi","Onazi",1992-12-24 19:00:00,6,"DM(C)","Defensive Midfielder (Center)","Ogenyi Onazi",21,1,0,0,0,0,0,0,0,51,41,0,1,1,4,2,0,2,10,5,2,0,0,1,1,0,0,1,1,0,0,3,2,0,0
"265","Ecuador","Mediocampo","-DMC-",171,67,"Carlos","Gruezo",1995-04-18 19:00:00,12,"DM(C)","Defensive Midfielder (Center)","Carlos Gruezo",19,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"574","Nigeria","Mediocampo",NA,195,80,"Reuben","Gabriel",1990-09-24 19:00:00,22,"M","Midfielder","Reuben Gabriel",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","Germany","Defensa","-DL-",183,73,"Erik","Durm",1992-05-11 19:00:00,18,"D(L)","Defender (Left)","Erik Durm",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512","Mexico","Mediocampo",NA,166,68,"José Juan","Vázquez",1988-03-13 19:00:00,6,"M","Midfielder","José Juan Vázquez",26,1,0,0,1,0,0,0,0,39,36,0,2,2,2,2,0,3,2,2,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0
"398","Honduras","Defensa",NA,174,73,"Luis","Garrido",1990-11-04 19:00:00,7,"D","Defender","Luis Garrido",23,1,0,1,0,0,0,0,0,31,25,1,1,0,4,0,0,-1,0,0,0,1,0,0,0,1,0,0,1,1,0,3,0,0,0
"619","Russia","Mediocampo","-DMC-",183,70,"Pavel","Mogilevets",1993-01-24 19:00:00,21,"DM(C)","Defensive Midfielder (Center)","Pavel Mogilevets",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","Costa Rica","Defensa","-DL-",176,73,"Waylon","Francis",1990-09-19 19:00:00,23,"D(L)","Defender (Left)","Waylon Francis",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","Colombia","Mediocampo","-AMC-",168,62,"Juan","Quintero",1993-01-17 19:00:00,3,"AM(C)","Attacking Midfielder (Center)","Juan Quintero",21,0,1,0,0,0,0,1,0,15,13,0,0,0,1,0,0,1,0,2,2,0,0,2,0,1,0,0,2,1,0,0,0,0,0
"298","England","Defensa","-DL-",185,75,"Luke","Shaw",1995-07-11 19:00:00,22,"D(L)","Defender (Left)","Luke Shaw",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564","Nigeria","Mediocampo","-DMC-",170,67,"Ramón","Azeez",1992-12-11 19:00:00,12,"DM(C)","Defensive Midfielder (Center)","Ramón Azeez",21,0,0,0,0,0,0,0,0,6,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0
"156","Cameroon","Delantero",NA,172,66,"Fabrice","Olinga Essono",1996-05-11 19:00:00,18,"FW","Forward","Fabrice",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"616","Russia","Defensa","-DC-DR-",190,86,"Andrey","Semenov",1989-03-23 19:00:00,18,"D(CR)","Defender (Center, Right)","Andrey Semenov",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570","Nigeria","Defensa",NA,195,91,"Azubuike","Egwuekwe",1989-07-15 19:00:00,18,"D","Defender","Azubuike Egwuekwe",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","Nigeria","Defensa","-DC-",186,80,"Godfrey","Oboabona",1990-09-15 19:00:00,15,"D(C)","Defender (Center)","Godfrey Oboabona",23,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"561","Nigeria","Defensa",NA,184,69,"Juwon","Oshaniwa",1990-09-13 19:00:00,9,"D","Defender","Juwon Oshaniwa",23,1,0,0,0,0,0,0,0,13,8,0,3,2,0,1,0,4,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0
"571","Nigeria","Arquero",NA,187,83,"Chigozie","Agbim",1984-11-27 19:00:00,19,"GK","Goalkeeper","Chigozie Agbim",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","Algeria","Defensa","-DC-",190,90,"Essaïd","Belkalem",1988-12-31 19:00:00,15,"D(C)","Defender (Center)","Essaïd Belkalem",25,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","Algeria","Arquero",NA,183,68,"Cédric Si","Mohamed",1985-01-08 19:00:00,20,"GK","Goalkeeper","Cédric Si Mohamed",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Belgium","Delantero","-AML-",185,75,"Divock","Origi",1995-04-17 19:00:00,8,"AM(L)","Attacking Midfielder (Left)","Divock Origi",19,0,1,0,0,0,0,1,0,6,3,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,2,2,2,1,0,0,0,0,0
"203","Colombia","Mediocampo",NA,180,77,"Carlos","Carbonero",1990-07-24 19:00:00,19,"M","Midfielder","Carlos Carbonero",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728","USA","Defensa","-DR-",173,73,"DeAndre","Yedlin",1993-07-08 19:00:00,15,"D(R)","Defender (Right)","DeAndre Yedlin",20,0,1,0,0,0,0,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"205","Colombia","Defensa",NA,180,72,"Eder","Balanta",1993-02-27 19:00:00,21,"D","Defender","Eder Balanta",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","Nigeria","Mediocampo",NA,168,62,"Ejike","Uzoenyi",1992-03-22 19:00:00,16,"M","Midfielder","Ejike Uzoenyi",22,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"86","Belgium","Mediocampo","-AML-AMR-",180,75,"Adnan","Januzaj",1995-02-04 19:00:00,17,"AM(LR)","Attacking Midfielder (Left, Right)","Adnan Januzaj",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","USA","Mediocampo",NA,172,60,"Julian","Green",1995-06-05 19:00:00,20,"M","Midfielder","Julian Green",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426","Iran","Delantero","-AMR-",180,78,"Alireza","Jahanbakhsh",1993-10-07 19:00:00,12,"AM(R)","Attacking Midfielder (Right)","Alireza Jahanbakhsh",20,0,1,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,2,1,1,1
"366","Ghana","Defensa",NA,182,80,"Rashid","Sumaila",1992-12-17 19:00:00,21,"D","Defender","Rashid Sumaila",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693","Uruguay","Defensa",NA,185,80,"José María","Giménez",1995-01-19 19:00:00,3,"D","Defender","José María Giménez",19,1,0,0,0,0,0,0,0,13,8,1,4,3,5,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0,0
"12","Algeria","Mediocampo","-DMC-",187,68,"Nabil","Bentaleb",1994-11-23 19:00:00,12,"DM(C)","Defensive Midfielder (Center)","Nabil Bentaleb",19,1,0,0,0,0,0,0,0,47,39,1,2,4,0,2,0,3,2,0,0,0,0,0,2,1,0,1,2,0,0,2,1,0,0
"430","Iran","Mediocampo",NA,178,75,"Bakhtiar","Rahmani",1991-09-22 19:00:00,16,"M","Midfielder","Bakhtiar Rahmani",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","Costa Rica","Defensa",NA,185,77,"David","Myrie",1988-05-31 19:00:00,17,"D","Defender","David Myrie",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","Honduras","Delantero",NA,180,75,"Rony","Martínez",1988-10-15 19:00:00,23,"FW","Forward","Rony Martínez",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","Iran","Mediocampo",NA,194,80,"Reza","Haghighi",1989-01-31 19:00:00,14,"M","Midfielder","Reza Haghighi",25,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"368","Ghana","Arquero",NA,186,78,"Stephen","Adams",1989-09-27 19:00:00,23,"GK","Goalkeeper","Stephen Adams",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","Ivory Coast","Arquero",NA,184,82,"Sylvain","Gbohouo",1988-10-28 19:00:00,23,"GK","Goalkeeper","Sylvain Gbohouo",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","Honduras","Arquero",NA,182,80,"Luis","López",1993-09-12 19:00:00,22,"GK","Goalkeeper","Luis López",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"572","Nigeria","Defensa",NA,184,77,"Kunle","Odunlami",1991-04-29 19:00:00,20,"D","Defender","Kunle Odunlami",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
